CplxID,Borough,CplxName,Routes,CplxLat,CplxLong,Hub,Time,PreEntries,NadirEntries,LatestEntries,Diff1,DiffPct1,Diff2,DiffPct2
314.0,M,66 St - Lincoln Center,1,40.77344,-73.982209,0.0,05:00:00-09:00:00,2528.560975609756,95.5,225.75,-2433.060975609756,-0.9622314822853064,130.25,1.3638743455497382
502.0,S,Tompkinsville,SIR,40.636949,-74.074835,0.0,06:00:00-10:00:00,186.21951219512195,34.0,69.0,-152.21951219512195,-0.8174197773411919,35.0,1.0294117647058822
312.0,M,79 St,1,40.783934,-73.979917,0.0,05:00:00-09:00:00,2581.9024390243903,70.0,237.0,-2511.9024390243903,-0.972888208732453,167.0,2.3857142857142857
311.0,M,86 St,1,40.788644,-73.976218,0.0,05:00:00-09:00:00,3520.1951219512193,160.0,347.75,-3360.1951219512193,-0.9545479740590876,187.75,1.1734375
310.0,M,96 St,1 2 3,40.793919,-73.972323,0.0,05:00:00-09:00:00,8334.121951219513,519.5,1049.25,-7814.621951219513,-0.9376658989344423,529.75,1.0197305101058711
305.0,M,137 St - City College,1,40.822008,-73.953676,0.0,05:00:00-09:00:00,3434.317073170732,368.75,913.75,-3065.567073170732,-0.892627852308479,545.0,1.4779661016949153
602.0,M,14 St - Union Sq,N Q R W L 4 5 6,40.734836,-73.990688,1.0,05:00:00-09:00:00,9058.658536585366,660.75,1166.25,-8397.908536585366,-0.9270587364198113,505.5,0.7650397275822929
41.0,Bk,7 Av,B Q,40.67705,-73.972367,0.0,05:00:00-09:00:00,3160.4146341463415,81.25,284.25,-3079.1646341463415,-0.9742913480015744,203.0,2.4984615384615383
55.0,Bk,Brighton Beach,B Q,40.577621,-73.961376,0.0,08:00:00-12:00:00,3079.0975609756097,289.0,970.0,-2790.0975609756097,-0.9061413306084297,681.0,2.356401384083045
143.0,M,Inwood - 207 St,A,40.868072,-73.919899,0.0,05:00:00-09:00:00,4021.4146341463415,342.25,833.25,-3679.1646341463415,-0.9148931331044773,491.0,1.4346238130021913
146.0,M,181 St,A,40.851695,-73.937969,0.0,05:00:00-09:00:00,3973.0,258.0,662.75,-3715.0,-0.9350616662471684,404.75,1.568798449612403
618.0,M,14 St / 8 Av,L A C E,40.740388,-74.002104,1.0,05:00:00-09:00:00,3166.5365853658536,197.75,380.75,-2968.7865853658536,-0.9375500662414887,183.0,0.9254108723135271
403.0,M,33 St,6,40.746081,-73.982076,1.0,05:00:00-09:00:00,3453.6585365853657,267.25,400.25,-3186.4085365853657,-0.922618290960452,133.0,0.4976613657623948
399.0,M,68 St - Hunter College,6,40.768141,-73.96387,0.0,05:00:00-09:00:00,1833.121951219512,181.25,272.25,-1651.871951219512,-0.9011249634104154,91.0,0.5020689655172413
398.0,M,77 St,6,40.77362,-73.959874,0.0,05:00:00-09:00:00,3975.6341463414633,248.0,457.25,-3727.6341463414633,-0.9376200146011374,209.25,0.84375
397.0,M,86 St,4 5 6,40.779492,-73.955589,0.0,08:00:00-12:00:00,10039.121951219513,411.5,1232.5,-9627.621951219513,-0.9590103594717253,821.0,1.9951397326852978
395.0,M,103 St,6,40.7906,-73.947478,0.0,05:00:00-09:00:00,2737.0,383.5,681.0,-2353.5,-0.85988308366825,297.5,0.7757496740547588
394.0,M,110 St,6,40.79502,-73.94425,0.0,08:00:00-12:00:00,3152.1951219512193,240.25,662.25,-2911.9451219512193,-0.9237832714329929,422.0,1.7565036420395421
393.0,M,116 St,6,40.798629,-73.941617,0.0,05:00:00-09:00:00,3402.4146341463415,426.0,879.75,-2976.4146341463415,-0.8747948013964257,453.75,1.0651408450704225
380.0,Bx,Bedford Park Blvd - Lehman College,4,40.873412,-73.890064,0.0,08:00:00-12:00:00,1049.658536585366,179.0,346.0,-870.6585365853659,-0.8294683520773306,167.0,0.9329608938547486
46.0,Bk,Cortelyou Rd,B Q,40.640927,-73.963891,0.0,08:00:00-12:00:00,2354.6341463414633,163.0,504.5,-2191.6341463414633,-0.9307748083695877,341.5,2.0950920245398774
144.0,M,Dyckman St,A,40.865491,-73.927271,0.0,05:00:00-09:00:00,2497.3414634146343,219.5,607.0,-2277.8414634146343,-0.9121065328007344,387.5,1.765375854214123
158.0,M,86 St,B C,40.785868,-73.968916,0.0,08:00:00-12:00:00,3019.0243902439024,63.5,310.0,-2955.5243902439024,-0.9789667151397641,246.5,3.8818897637795278
159.0,M,81 St - Museum of Natural History,B C,40.781433,-73.972143,0.0,05:00:00-09:00:00,1369.3170731707316,42.5,110.75,-1326.8170731707316,-0.9689626304727299,68.25,1.6058823529411765
162.0,M,50 St,C E,40.762456,-73.985984,1.0,08:00:00-12:00:00,4327.1463414634145,143.75,351.25,-4183.3963414634145,-0.9667794919199834,207.5,1.4434782608695653
323.0,M,Christopher St - Sheridan Sq,1,40.733422,-74.002906,1.0,08:00:00-12:00:00,2345.439024390244,47.25,195.75,-2298.189024390244,-0.9798545178499007,148.5,3.142857142857143
320.0,M,23 St,1,40.744081,-73.995657,1.0,05:00:00-09:00:00,1446.9268292682927,87.25,172.0,-1359.6768292682927,-0.9396997842357224,84.75,0.9713467048710601
309.0,M,103 St,1,40.799446,-73.968379,0.0,05:00:00-09:00:00,2887.625,176.0,412.5,-2711.625,-0.9390502575646076,236.5,1.34375
308.0,M,Cathedral Pkwy,1,40.803967,-73.966847,0.0,05:00:00-09:00:00,2500.6341463414633,144.25,286.5,-2356.3841463414633,-0.9423146323859314,142.25,0.9861351819757366
303.0,M,157 St,1,40.834041,-73.94489,0.0,05:00:00-09:00:00,3241.170731707317,388.25,855.5,-2852.920731707317,-0.8802130365420504,467.25,1.2034771410173857
619.0,M,Broadway-Lafayette St / Bleecker St,B D F M 6,40.725665,-73.995645,1.0,05:00:00-09:00:00|08:00:00-12:00:00,4232.073170731707,164.5,442.75,-4067.5731707317073,-0.9611301616574935,278.25,1.6914893617021276
604.0,Bx,161 St - Yankee Stadium,B D 4,40.827905,-73.925651,0.0,08:22:00-12:22:00,4846.512195121952,716.0,1289.0,-4130.512195121952,-0.8522648925302078,573.0,0.8002793296089385
42.0,Bk,Prospect Park,B Q,40.661614,-73.962246,0.0,08:00:00-12:00:00,3951.9756097560976,214.25,660.75,-3737.7256097560976,-0.9457866087353655,446.5,2.0840140023337224
32.0,Bk,36 St,D N R,40.655144,-74.003549,0.0,05:00:00-09:00:00,2964.2195121951218,330.75,1023.75,-2633.4695121951218,-0.8884191947866011,693.0,2.0952380952380953
179.0,Bk,Nostrand Av,A C,40.680438,-73.950426,0.0,08:00:00-12:00:00,6667.804878048781,357.25,946.0,-6310.554878048781,-0.9464216475235935,588.75,1.6480055983205038
180.0,Bk,Kingston - Throop Avs,C,40.679921,-73.940858,0.0,08:00:00-12:00:00,2599.048780487805,133.25,312.5,-2465.798780487805,-0.9487312431377333,179.25,1.3452157598499062
188.0,Bk,Euclid Av,A C,40.675377,-73.872106,0.0,08:00:00-12:00:00,3038.7073170731705,422.5,934.25,-2616.2073170731705,-0.8609606138682205,511.75,1.211242603550296
264.0,Q,Woodhaven Blvd,M R,40.733106,-73.869229,0.0,05:00:00-09:00:00,7188.463414634146,643.25,2320.5,-6545.213414634146,-0.9105163422421427,1677.25,2.607462106490478
263.0,Q,63 Dr - Rego Park,M R,40.729846,-73.861604,0.0,08:00:00-12:00:00,5369.878048780488,292.75,1332.0,-5077.128048780488,-0.9454829332546045,1039.25,3.5499573014517507
228.0,M,23 St,F M,40.742878,-73.992821,1.0,08:00:00-12:00:00,4818.414634146342,167.25,571.25,-4651.164634146342,-0.96528941307484,404.0,2.415545590433483
243.0,Bk,Church Av,F,40.644041,-73.979678,0.0,08:00:00-12:00:00,3207.829268292683,249.0,815.5,-2958.829268292683,-0.922377415013572,566.5,2.2751004016064256
603.0,Bx,149 St - Grand Concourse,4 2 5,40.81841,-73.926718,0.0,08:00:00-12:00:00,2607.170731707317,455.5,703.0,-2151.670731707317,-0.8252895391696446,247.5,0.5433589462129528
439.0,M,125 St,2 3,40.807754,-73.945495,0.0,05:00:00-09:00:00,1924.4878048780488,230.25,388.0,-1694.2378048780488,-0.8803577765385785,157.75,0.6851248642779587
438.0,M,135 St,2 3,40.814229,-73.94077,0.0,08:00:00-12:00:00,4147.731707317073,390.25,822.75,-3757.4817073170734,-0.9059124293619198,432.5,1.108263933376041
450.0,Q,103 St - Corona Plaza,7,40.749865,-73.8627,0.0,08:00:00-12:00:00,5353.8,637.0,2028.5,-4716.8,-0.8810190892450223,1391.5,2.184458398744113
354.0,Bk,Sterling St,2 5,40.662742,-73.95085,0.0,08:00:00-12:00:00,2701.390243902439,149.75,446.75,-2551.640243902439,-0.9445655805050697,297.0,1.98330550918197
357.0,Bk,Beverly Rd,2 5,40.645098,-73.948959,0.0,08:00:00-12:00:00,1442.7317073170732,156.0,363.0,-1286.7317073170732,-0.8918717879361645,207.0,1.3269230769230769
51.0,Bk,Kings Hwy,B Q,40.60867,-73.957734,0.0,08:00:00-12:00:00,6497.536585365854,436.0,1679.75,-6061.536585365854,-0.9328976460121847,1243.75,2.852637614678899
35.0,Bk,59 St,N R,40.641362,-74.017881,0.0,08:00:00-12:00:00,2707.945945945946,332.75,901.25,-2375.195945945946,-0.8771208854821646,568.5,1.7084898572501879
36.0,Bk,Bay Ridge Av,R,40.634967,-74.023377,0.0,08:00:00-12:00:00,2577.7804878048782,176.5,612.0,-2401.2804878048782,-0.9315302443962948,435.5,2.4674220963172804
37.0,Bk,77 St,R,40.629742,-74.02551,0.0,08:00:00-12:00:00,2066.2926829268295,105.25,432.75,-1961.0426829268295,-0.9490633631577705,327.5,3.111638954869359
38.0,Bk,86 St,R,40.622687,-74.028398,0.0,08:00:00-12:00:00,3186.048780487805,226.0,756.5,-2960.048780487805,-0.9290657439446367,530.5,2.3473451327433628
39.0,Bk,Bay Ridge - 95 St,R,40.616622,-74.030876,0.0,08:00:00-12:00:00,2020.1951219512196,127.5,445.25,-1892.6951219512196,-0.9368872844931666,317.75,2.492156862745098
175.0,Bk,Hoyt - Schermerhorn Sts,A C G,40.688484,-73.985001,0.0,08:00:00-12:00:00,2456.829268292683,149.0,388.25,-2307.829268292683,-0.939352725106721,239.25,1.6057046979865772
266.0,Q,Elmhurst Av,M R,40.742454,-73.882017,0.0,08:00:00-12:00:00,3763.3414634146343,252.75,1218.25,-3510.5914634146343,-0.932838940484909,965.5,3.8199802176063304
262.0,Q,67 Av,M R,40.726523,-73.852719,0.0,08:00:00-12:00:00,3595.0243902439024,146.5,675.25,-3448.5243902439024,-0.9592492333577574,528.75,3.6092150170648463
237.0,Bk,Carroll St,F G,40.680303,-73.995048,0.0,08:00:00-12:00:00,4542.634146341464,85.0,395.25,-4457.634146341464,-0.9812883896739831,310.25,3.65
388.0,Bx,167 St,4,40.835537,-73.9214,0.0,08:00:00-12:00:00,2271.268292682927,420.25,793.5,-1851.018292682927,-0.8149712205493869,373.25,0.8881618084473528
366.0,Bx,Parkchester,6,40.833226,-73.860816,0.0,05:00:00-09:00:00,7060.804878048781,931.5,2239.75,-6129.304878048781,-0.8680745302995236,1308.25,1.4044551798174987
458.0,Q,46 St,7,40.743132,-73.918435,0.0,08:00:00-12:00:00,4351.975609756098,266.0,980.25,-4085.9756097560976,-0.9388783339217961,714.25,2.6851503759398496
334.0,Bk,Clark St,2 3,40.697466,-73.993086,0.0,08:00:00-12:00:00,1984.8292682926829,31.75,139.25,-1953.0792682926829,-0.98400366192337,107.5,3.3858267716535435
336.0,Bk,Hoyt St,2 3,40.690545,-73.985065,0.0,08:00:00-12:00:00,1425.779810298103,90.75,221.25,-1335.029810298103,-0.9363506206606854,130.5,1.43801652892562
444.0,Bx,Gun Hill Rd,5,40.869526,-73.846384,0.0,08:00:00-12:00:00,1390.2926829268292,151.0,319.75,-1239.2926829268292,-0.8913897757973405,168.75,1.1175496688741722
22.0,M,Rector St,R W,40.70722,-74.013342,1.0,08:00:00-12:00:00,1551.8536585365853,25.0,150.75,-1526.8536585365853,-0.9838902335523214,125.75,5.03
49.0,Bk,Avenue J,B Q,40.625039,-73.960803,0.0,08:00:00-12:00:00,1746.2439024390244,161.25,475.0,-1584.9939024390244,-0.9076589474272305,313.75,1.945736434108527
50.0,Bk,Avenue M,B Q,40.617618,-73.959399,0.0,08:00:00-12:00:00,1699.5853658536585,136.0,436.5,-1563.5853658536585,-0.9199804830446451,300.5,2.2095588235294117
53.0,Bk,Neck Rd,B Q,40.595246,-73.955161,0.0,08:00:00-12:00:00,1630.4878048780488,104.25,393.75,-1526.2378048780488,-0.9360620792819746,289.5,2.776978417266187
28.0,Bk,Union St,R,40.677316,-73.98311,0.0,08:00:00-12:00:00,2766.2926829268295,73.75,268.25,-2692.5426829268295,-0.9733397697014583,194.5,2.6372881355932205
33.0,Bk,45 St,R,40.648939,-74.010006,0.0,08:00:00-12:00:00,2421.3658536585367,192.0,558.75,-2229.3658536585367,-0.9207059107941497,366.75,1.91015625
34.0,Bk,53 St,R,40.645069,-74.014034,0.0,08:00:00-12:00:00,2651.8536585365855,254.25,679.75,-2397.6036585365855,-0.9041236686717069,425.5,1.6735496558505407
61.0,Bk,50 St,D,40.63626,-73.994791,0.0,08:00:00-12:00:00,742.219512195122,65.75,253.75,-676.469512195122,-0.9114143472117249,188.0,2.859315589353612
120.0,Bk,Bedford Av,L,40.717304,-73.956872,0.0,08:00:00-12:00:00,9193.75,168.25,991.0,-9025.5,-0.9816995241332427,822.75,4.890044576523032
127.0,Bk,DeKalb Av,L,40.703811,-73.918425,0.0,08:00:00-12:00:00,3410.390243902439,206.0,813.25,-3204.390243902439,-0.9395963554703703,607.25,2.9478155339805827
214.0,Bx,182-183 Sts,B D,40.856093,-73.900741,0.0,08:00:00-12:00:00,814.0487804878048,119.25,201.75,-694.7987804878048,-0.8535100071907957,82.5,0.6918238993710691
271.0,Q,Steinway St,M R,40.756879,-73.92074,0.0,08:00:00-12:00:00,4732.8536585365855,224.5,870.25,-4508.3536585365855,-0.952565615546749,645.75,2.876391982182628
283.0,Bk,Greenpoint Av,G,40.731352,-73.954449,0.0,08:00:00-12:00:00,3164.6585365853657,126.0,489.25,-3038.6585365853657,-0.9601852779554686,363.25,2.882936507936508
231.0,M,Grand St,B D,40.718267,-73.993753,1.0,08:00:00-12:00:00,4426.487804878048,193.25,945.25,-4233.237804878048,-0.9563423624962807,752.0,3.891332470892626
241.0,Bk,15 St - Prospect Park,F G,40.660365,-73.979493,0.0,08:30:00-12:30:00,1961.121951219512,56.0,224.0,-1905.121951219512,-0.9714449170459916,168.0,3.0
245.0,Bk,18 Av,F,40.629755,-73.976971,0.0,08:00:00-12:00:00,986.609756097561,94.75,325.75,-891.859756097561,-0.9039640552767546,231.0,2.4379947229551453
387.0,Bx,170 St,4,40.840075,-73.917791,0.0,08:00:00-12:00:00,2018.0487804878048,308.75,668.5,-1709.2987804878048,-0.8470056804447668,359.75,1.1651821862348177
384.0,Bx,Burnside Av,4,40.853453,-73.907684,0.0,08:00:00-12:00:00,2388.243902439024,442.0,766.5,-1946.2439024390242,-0.8149267754651851,324.5,0.7341628959276018
367.0,Bx,St Lawrence Av,6,40.831509,-73.867618,0.0,08:00:00-12:00:00,1119.575,159.0,343.25,-960.575,-0.857981823459795,184.25,1.1588050314465408
30.0,Bk,Prospect Av,R,40.665414,-73.992872,0.0,08:00:00-12:00:00,2245.4146341463415,70.75,270.25,-2174.6646341463415,-0.968491342790728,199.5,2.8197879858657244
62.0,Bk,55 St,D,40.631435,-73.995476,0.0,08:00:00-12:00:00,506.7073170731707,52.666666666666664,185.25,-454.040650406504,-0.8960609707180104,132.58333333333334,2.5174050632911396
119.0,M,1 Av,L,40.730953,-73.981628,1.0,08:00:00-12:00:00,4591.90243902439,198.25,664.0,-4393.65243902439,-0.9568261733273844,465.75,2.3493064312736442
122.0,Bk,Graham Av,L,40.714565,-73.944053,0.0,08:00:00-12:00:00,3974.317073170732,128.0,502.0,-3846.317073170732,-0.9677932088347745,374.0,2.921875
123.0,Bk,Grand St,L,40.711926,-73.94067,0.0,08:00:00-12:00:00,1894.8292682926829,117.75,399.5,-1777.0792682926829,-0.9378571980228607,281.75,2.3927813163481955
157.0,M,96 St,B C,40.791642,-73.964696,0.0,08:00:00-12:00:00,2870.756097560976,88.5,338.25,-2782.256097560976,-0.9691718846908692,249.75,2.8220338983050848
173.0,Bk,High St,A C,40.699337,-73.990531,0.0,08:00:00-12:00:00,2376.268292682927,53.5,215.25,-2322.768292682927,-0.9774857072474776,161.75,3.0233644859813085
216.0,Bx,174-175 Sts,B D,40.8459,-73.910136,0.0,08:00:00-12:00:00,1330.3170731707316,220.25,452.75,-1110.0670731707316,-0.8344379663751536,232.5,1.0556186152099887
265.0,Q,Grand Av - Newtown,M R,40.737015,-73.877223,0.0,08:00:00-12:00:00,5668.925,297.25,1494.5,-5371.675,-0.9475650145309736,1197.25,4.027754415475189
258.0,Q,Briarwood - Van Wyck Blvd,E F,40.709179,-73.820574,0.0,08:00:00-12:00:00,1749.3902439024391,96.25,409.0,-1653.1402439024391,-0.9449808295573371,312.75,3.2493506493506494
284.0,Bk,Nassau Av,G,40.724635,-73.951277,0.0,08:00:00-12:00:00,3471.268292682927,70.25,423.0,-3401.018292682927,-0.9797624401006169,352.75,5.0213523131672595
234.0,M,East Broadway,F,40.713715,-73.990173,1.0,08:00:00-12:00:00,3633.439024390244,225.5,690.75,-3407.939024390244,-0.937937585167583,465.25,2.063192904656319
608.0,Bk,4 Av - 9 St,R F G,40.67032,-73.988757,0.0,08:00:00-12:00:00,4258.09756097561,153.75,537.75,-4104.34756097561,-0.9638923256693129,384.0,2.497560975609756
222.0,M,Roosevelt Island,F,40.759145,-73.95326,0.0,08:00:00-12:00:00,2934.682926829268,101.25,493.5,-2833.432926829268,-0.965498828144479,392.25,3.8740740740740742
301.0,M,181 St,1,40.849505,-73.933596,0.0,08:00:00-12:00:00,2863.390243902439,422.5,951.5,-2440.890243902439,-0.852447635840169,529.0,1.2520710059171598
459.0,Q,40 St,7,40.743781,-73.924016,0.0,08:00:00-12:00:00,3628.731707317073,142.25,664.0,-3486.481707317073,-0.9607989756550027,521.75,3.6678383128295255
45.0,Bk,Beverley Rd,B Q,40.644031,-73.964492,0.0,08:00:00-12:00:00,1282.55,101.5,280.0,-1181.05,-0.9208607851545748,178.5,1.7586206896551724
48.0,Bk,Avenue H,B Q,40.62927,-73.961639,0.0,08:00:00-12:00:00,984.0487804878048,79.75,240.0,-904.2987804878048,-0.918957269617806,160.25,2.0094043887147337
56.0,Bk,Ocean Pkwy,Q,40.576312,-73.968501,0.0,08:00:00-12:00:00,874.2439024390244,92.0,287.25,-782.2439024390244,-0.8947662091284455,195.25,2.1222826086956523
124.0,Bk,Montrose Av,L,40.707739,-73.93985,0.0,08:00:00-12:00:00,2307.878048780488,110.5,370.75,-2197.378048780488,-0.9521205203808799,260.25,2.3552036199095023
129.0,Q,Halsey St,L,40.695602,-73.904084,0.0,08:00:00-12:00:00,2450.317073170732,183.75,657.5,-2266.567073170732,-0.9250097050655465,473.75,2.578231292517007
270.0,Q,46 St,M R,40.756312,-73.913333,0.0,05:00:00-09:00:00,3377.6341463414633,206.75,687.0,-3170.8841463414633,-0.9387885155578664,480.25,2.3228536880290207
629.0,Bk,Metropolitan Av / Lorimer St,L G,40.713875,-73.951592,0.0,05:00:00-09:00:00,3675.7073170731705,197.0,625.75,-3478.7073170731705,-0.9464048731287823,428.75,2.1763959390862944
289.0,Bk,Bedford - Nostrand Avs,G,40.689627,-73.953522,0.0,08:00:00-12:00:00,3888.560975609756,153.5,507.75,-3735.060975609756,-0.9605252428950455,354.25,2.307817589576547
238.0,Bk,Smith - 9 Sts,F G,40.67358,-73.995959,0.0,08:00:00-12:00:00,1145.2926829268292,114.5,206.75,-1030.7926829268292,-0.9000255552952702,92.25,0.8056768558951966
252.0,Bk,Avenue X,F,40.58962,-73.97425,0.0,08:00:00-12:00:00,721.2926829268292,70.33333333333333,233.0,-650.9593495934959,-0.9024898837903943,162.66666666666669,2.312796208530806
319.0,M,28 St,1,40.747215,-73.993365,1.0,05:00:00-09:00:00,1054.9512195121952,55.0,155.5,-999.9512195121952,-0.9478648879846485,100.5,1.8272727272727274
304.0,M,145 St,1,40.826551,-73.95036,0.0,08:00:00-12:00:00,2885.951219512195,267.25,660.5,-2618.701219512195,-0.9073962171664244,393.25,1.471468662301216
300.0,M,191 St,1,40.855225,-73.929412,0.0,08:00:00-12:00:00,2160.2820512820513,41.5,204.5,-2118.7820512820513,-0.9807895455246822,163.0,3.927710843373494
383.0,Bx,183 St,4,40.858407,-73.903879,0.0,08:00:00-12:00:00,1467.878048780488,282.25,527.75,-1185.628048780488,-0.8077156339830185,245.5,0.8697962798937112
464.0,Q,Vernon Blvd - Jackson Av,7,40.742626,-73.953581,0.0,08:00:00-12:00:00,6545.658536585366,150.75,662.5,-6394.908536585366,-0.976969467753715,511.75,3.39469320066335
353.0,Bk,President St,2 5,40.667883,-73.950683,0.0,08:00:00-12:00:00,922.0243902439024,83.5,239.75,-838.5243902439024,-0.9094384043594423,156.25,1.8712574850299402
31.0,Bk,25 St,R,40.660397,-73.998091,0.0,08:00:00-12:00:00,1197.878048780488,92.25,242.25,-1105.628048780488,-0.9229888216969031,150.0,1.6260162601626016
126.0,Bk,Jefferson St,L,40.706607,-73.922913,0.0,08:00:00-12:00:00,2184.048780487805,98.5,431.75,-2085.548780487805,-0.9549002747191387,333.25,3.383248730964467
145.0,M,190 St,A,40.859022,-73.93418,0.0,08:00:00-12:00:00,1081.0975609756097,43.0,165.25,-1038.0975609756097,-0.9602256063169768,122.25,2.8430232558139537
160.0,M,72 St,B C,40.775594,-73.97641,0.0,08:00:00-12:00:00,2099.0243902439024,29.75,202.0,-2069.2743902439024,-0.9858267487799209,172.25,5.7899159663865545
168.0,M,Spring St,C E,40.726227,-74.003739,1.0,08:00:00-12:00:00,1827.6829268292684,53.5,181.25,-1774.1829268292684,-0.9707279642356709,127.75,2.3878504672897196
176.0,Bk,Lafayette Av,C,40.686113,-73.973946,0.0,05:00:00-09:00:00,842.4878048780488,40.5,65.5,-801.9878048780488,-0.9519280875455967,25.0,0.6172839506172839
177.0,Bk,Clinton - Washington Avs,C,40.683263,-73.965838,0.0,08:00:00-12:00:00,2918.682926829268,57.5,215.75,-2861.182926829268,-0.9802993331439173,158.25,2.752173913043478
209.0,Q,Far Rockaway - Mott Av,A,40.603995,-73.755405,0.0,08:00:00-12:00:00,915.1463414634146,154.25,304.0,-760.8963414634146,-0.8314477226086725,149.75,0.9708265802269044
288.0,Bk,Myrtle - Willoughby Avs,G,40.694568,-73.949046,0.0,05:00:00-09:00:00,1979.219512195122,219.75,460.5,-1759.469512195122,-0.8889713856164045,240.75,1.0955631399317407
290.0,Bk,Classon Av,G,40.688873,-73.96007,0.0,08:00:00-12:00:00,2177.3658536585367,85.75,267.5,-2091.6158536585367,-0.9606175508558115,181.75,2.119533527696793
240.0,Bk,7 Av,F G,40.666271,-73.980305,0.0,05:00:00-09:00:00,3337.7073170731705,109.25,340.75,-3228.4573170731705,-0.9672679508352454,231.5,2.1189931350114417
242.0,Bk,Fort Hamilton Pkwy,F G,40.650782,-73.975776,0.0,05:00:00-09:00:00,2401.390243902439,79.75,318.5,-2321.640243902439,-0.9667900707923256,238.75,2.993730407523511
324.0,M,Houston St,1,40.728251,-74.005367,1.0,05:00:00-09:00:00,911.0,70.5,119.75,-840.5,-0.9226125137211855,49.25,0.6985815602836879
460.0,Q,33 St,7,40.744587,-73.930997,0.0,08:00:00-12:00:00,1196.7560975609756,45.5,166.25,-1151.2560975609756,-0.9619805571973017,120.75,2.6538461538461537
443.0,Bx,Baychester Av,5,40.878663,-73.838591,0.0,05:00:00-09:00:00,1710.5365853658536,242.5,501.0,-1468.0365853658536,-0.8582316203730109,258.5,1.065979381443299
125.0,Bk,Morgan Av,L,40.706152,-73.933147,0.0,08:00:00-12:00:00,2153.7804878048782,100.0,389.5,-2053.7804878048782,-0.9535700130230451,289.5,2.895
130.0,Bk,Wilson Av,L,40.688764,-73.904046,0.0,08:00:00-12:00:00,1537.4878048780488,123.5,362.5,-1413.9878048780488,-0.9196741596205403,239.0,1.9352226720647774
149.0,M,163 St - Amsterdam Av,C,40.836013,-73.939892,0.0,05:00:00-09:00:00,1497.5121951219512,166.0,359.5,-1331.5121951219512,-0.8891494836965373,193.5,1.1656626506024097
627.0,Bk,Franklin Av,S C,40.681159,-73.956056,0.0,05:00:00-09:00:00,1746.7560975609756,130.0,272.75,-1616.7560975609756,-0.9255763296424033,142.75,1.0980769230769232
269.0,Q,Northern Blvd,M R,40.752885,-73.906006,0.0,05:00:00-09:00:00,2551.9268292682927,188.25,828.75,-2363.6768292682927,-0.9262322109548978,640.5,3.402390438247012
286.0,Bk,Broadway,G,40.706092,-73.950308,0.0,05:00:00-09:00:00,1256.780487804878,158.75,383.0,-1098.030487804878,-0.8736851808725353,224.25,1.4125984251968504
232.0,M,2 Av,F,40.723402,-73.989938,1.0,08:00:00-12:00:00,4279.707317073171,153.0,496.25,-4126.707317073171,-0.964249891718148,343.25,2.2434640522875817
235.0,Bk,York St,F,40.701397,-73.986751,0.0,05:00:00-09:00:00,1354.9,74.5,165.25,-1280.4,-0.9450143922060669,90.75,1.2181208053691275
224.0,M,57 St,F,40.763972,-73.97745,1.0,05:00:00-09:00:00,604.4878048780488,59.0,118.75,-545.4878048780488,-0.9023967075532602,59.75,1.0127118644067796
221.0,Q,21 St - Queensbridge,F,40.754203,-73.942836,0.0,08:00:00-12:00:00,3715.2926829268295,289.0,796.5,-3426.2926829268295,-0.9222133961805852,507.5,1.7560553633217992
329.0,M,Rector St,1,40.707513,-74.013783,1.0,08:00:00-12:00:00,2252.6341463414633,33.5,155.5,-2219.1341463414633,-0.9851285216223825,122.0,3.6417910447761193
328.0,M,Cortlandt St,1,40.711835,-74.012188,1.0,05:00:00-09:00:00,1898.3170731707316,107.75,371.5,-1790.5670731707316,-0.9432391977489689,263.75,2.4477958236658934
294.0,Bx,238 St,1,40.884667,-73.90087,0.0,05:00:00-09:00:00,1814.7073170731708,198.25,519.25,-1616.4573170731708,-0.8907537330483986,321.0,1.6191677175283732
391.0,Bx,138 St - Grand Concourse,4 5,40.813224,-73.929849,0.0,08:00:00-12:00:00,813.9268292682926,89.75,86.25,-724.1768292682926,-0.889732102723922,-3.5,-0.03899721448467967
